cluster,city,item,ownership,underutilisation,income_group,age,gender,education
Bergen_117,Bergen,Steam cleaner,0,,Above median,56–65,Woman,Doctorate / PhD
Bergen_118,Bergen,Steam cleaner,1,1.0,Above median,36–45,Woman,Higher education
Bergen_119,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Bergen_120,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_121,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_122,Bergen,Steam cleaner,0,,Below median,56–65,Man,Secondary / vocational education
Bergen_123,Bergen,Steam cleaner,0,,Around median,26–35,Man,Higher education
Bergen_124,Bergen,Steam cleaner,0,,Above median,36–45,Man,Higher education
Bergen_125,Bergen,Steam cleaner,0,,Below median,65+,Woman,Higher education
Bergen_126,Bergen,Steam cleaner,0,,Around median,56–65,Woman,Higher education
Bergen_127,Bergen,Steam cleaner,0,,Below median,26–35,Man,Higher education
Bergen_128,Bergen,Steam cleaner,0,,Below median,65+,Woman,Higher education
Bergen_129,Bergen,Steam cleaner,0,,Above median,46–55,Man,Higher education
Bergen_130,Bergen,Steam cleaner,0,,Above median,46–55,Man,Higher education
Bergen_131,Bergen,Steam cleaner,0,,Below median,26–35,Man,Higher education
Bergen_132,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_133,Bergen,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Bergen_134,Bergen,Steam cleaner,0,,Around median,56–65,Man,Secondary / vocational education
Bergen_135,Bergen,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Bergen_136,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_137,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Higher education
Bergen_138,Bergen,Steam cleaner,1,1.0,Below median,56–65,Woman,Secondary / vocational education
Bergen_139,Bergen,Steam cleaner,0,,Above median,46–55,Man,Higher education
Bergen_140,Bergen,Steam cleaner,1,1.0,Above median,26–35,Man,Higher education
Bergen_141,Bergen,Steam cleaner,1,1.0,Below median,56–65,Woman,Higher education
Bergen_142,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_143,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_144,Bergen,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Bergen_145,Bergen,Steam cleaner,0,,Below median,26–35,Man,Higher education
Bergen_146,Bergen,Steam cleaner,1,0.0,Above median,26–35,Woman,Higher education
Bergen_147,Bergen,Steam cleaner,0,,Above median,36–45,Man,Higher education
Bergen_148,Bergen,Steam cleaner,1,1.0,Below median,36–45,Woman,Higher education
Bergen_149,Bergen,Steam cleaner,1,1.0,Above median,56–65,Woman,Higher education
Bergen_150,Bergen,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_151,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_152,Bergen,Steam cleaner,0,,Below median,56–65,Woman,Higher education
Bergen_153,Bergen,Steam cleaner,0,,Above median,56–65,Man,Higher education
Bergen_154,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Bergen_155,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Secondary / vocational education
Bergen_156,Bergen,Steam cleaner,1,0.0,Below median,26–35,Man,Secondary / vocational education
Bergen_157,Bergen,Steam cleaner,0,,Above median,36–45,Man,Higher education
Bergen_158,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_159,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_160,Bergen,Steam cleaner,0,,Below median,65+,Woman,Secondary / vocational education
Bergen_161,Bergen,Steam cleaner,0,,Below median,18–25,Woman,Secondary / vocational education
Bergen_162,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_163,Bergen,Steam cleaner,0,,Below median,36–45,Man,Higher education
Bergen_164,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_165,Bergen,Steam cleaner,0,,Above median,56–65,Man,Higher education
Bergen_166,Bergen,Steam cleaner,0,,Above median,36–45,Man,Higher education
Bergen_167,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_168,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_169,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_170,Bergen,Steam cleaner,0,,Below median,65+,Woman,Higher education
Bergen_171,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_172,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Doctorate / PhD
Bergen_173,Bergen,Steam cleaner,0,,Below median,46–55,Woman,Higher education
Bergen_174,Bergen,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Bergen_175,Bergen,Steam cleaner,1,1.0,Above median,46–55,Woman,Higher education
Bergen_176,Bergen,Steam cleaner,0,,Above median,36–45,Man,Doctorate / PhD
Bergen_177,Bergen,Steam cleaner,0,,Below median,36–45,Man,Doctorate / PhD
Bergen_178,Bergen,Steam cleaner,0,,Above median,26–35,Other,Secondary / vocational education
Bergen_179,Bergen,Steam cleaner,0,,Above median,26–35,Man,Higher education
Bergen_180,Bergen,Steam cleaner,1,1.0,Above median,36–45,Man,Secondary / vocational education
Bergen_181,Bergen,Steam cleaner,0,,Above median,26–35,Woman,Secondary / vocational education
Bergen_182,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_183,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_184,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Bergen_185,Bergen,Steam cleaner,1,1.0,Around median,46–55,Woman,Higher education
Bergen_186,Bergen,Steam cleaner,0,,Above median,65+,Woman,Higher education
Bergen_187,Bergen,Steam cleaner,1,0.0,Around median,46–55,Woman,Higher education
Bergen_188,Bergen,Steam cleaner,0,,,56–65,Woman,Higher education
Bergen_189,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_190,Bergen,Steam cleaner,0,,Below median,26–35,Woman,Higher education
Bergen_191,Bergen,Steam cleaner,0,,Above median,56–65,Woman,Higher education
Bergen_192,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_193,Bergen,Steam cleaner,0,,Above median,36–45,Woman,Higher education
Bergen_194,Bergen,Steam cleaner,0,,Below median,36–45,Woman,Higher education
Bergen_195,Bergen,Steam cleaner,0,,Around median,46–55,Woman,Higher education
Bergen_196,Bergen,Steam cleaner,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_197,Bergen,Steam cleaner,0,,Around median,36–45,Woman,Higher education
Bergen_198,Bergen,Steam cleaner,0,,Around median,46–55,Man,Higher education
Bergen_199,Bergen,Steam cleaner,0,,Above median,46–55,Woman,Higher education
Bergen_0,Bergen,Drill,0,,Above median,36–45,Woman,Higher education
Bergen_1,Bergen,Drill,1,1.0,Above median,36–45,Woman,Higher education
Bergen_2,Bergen,Drill,0,,Below median,36–45,Woman,Secondary / vocational education
Bergen_3,Bergen,Drill,1,0.0,Above median,26–35,Woman,Higher education
Bergen_4,Bergen,Drill,1,0.0,Around median,46–55,Woman,Secondary / vocational education
Bergen_5,Bergen,Drill,0,,Below median,26–35,Woman,Higher education
Bergen_6,Bergen,Drill,1,1.0,Around median,26–35,Man,Higher education
Bergen_7,Bergen,Drill,1,1.0,Around median,36–45,Woman,Secondary / vocational education
Bergen_8,Bergen,Drill,1,1.0,Above median,46–55,Man,Higher education
Bergen_9,Bergen,Drill,1,0.0,Below median,26–35,Other,Higher education
Bergen_10,Bergen,Drill,1,0.0,Above median,26–35,Man,Higher education
Bergen_11,Bergen,Drill,1,1.0,Above median,36–45,Man,Higher education
Bergen_12,Bergen,Drill,1,1.0,Above median,26–35,Woman,Higher education
Bergen_13,Bergen,Drill,0,,Above median,26–35,Woman,Higher education
Bergen_14,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_15,Bergen,Drill,0,,Below median,36–45,Woman,Higher education
Bergen_16,Bergen,Drill,1,1.0,Below median,46–55,Man,Higher education
Bergen_17,Bergen,Drill,1,0.0,Above median,26–35,Woman,Higher education
Bergen_18,Bergen,Drill,0,,Above median,36–45,Woman,Higher education
Bergen_19,Bergen,Drill,1,1.0,Above median,26–35,Man,Higher education
Bergen_20,Bergen,Drill,1,1.0,Above median,26–35,Woman,Higher education
Bergen_21,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_22,Bergen,Drill,1,1.0,Around median,26–35,Woman,Secondary / vocational education
Bergen_23,Bergen,Drill,0,,Above median,36–45,Woman,Higher education
Bergen_24,Bergen,Drill,1,0.0,Around median,36–45,Man,Primary education
Bergen_25,Bergen,Drill,1,1.0,Above median,26–35,Woman,Higher education
Bergen_26,Bergen,Drill,1,0.0,Above median,56–65,Man,Secondary / vocational education
Bergen_27,Bergen,Drill,0,,Around median,36–45,Woman,Higher education
Bergen_28,Bergen,Drill,1,1.0,Above median,36–45,Woman,Higher education
Bergen_29,Bergen,Drill,0,,Below median,56–65,Man,Primary education
Bergen_30,Bergen,Drill,1,1.0,Above median,36–45,Woman,Higher education
Bergen_31,Bergen,Drill,0,,Above median,26–35,Woman,Higher education
Bergen_32,Bergen,Drill,0,,Above median,56–65,Man,Higher education
Bergen_33,Bergen,Drill,1,0.0,Below median,56–65,Man,Primary education
Bergen_34,Bergen,Drill,0,,Below median,26–35,Woman,Higher education
Bergen_35,Bergen,Drill,1,1.0,Above median,26–35,Man,Higher education
Bergen_36,Bergen,Drill,0,,Below median,26–35,Woman,Higher education
Bergen_37,Bergen,Drill,0,,Above median,36–45,Woman,Higher education
Bergen_38,Bergen,Drill,1,1.0,Below median,36–45,Woman,Secondary / vocational education
Bergen_39,Bergen,Drill,1,1.0,Above median,26–35,Woman,Higher education
Bergen_40,Bergen,Drill,1,0.0,Below median,26–35,Woman,Higher education
Bergen_41,Bergen,Drill,0,,Below median,26–35,Woman,Higher education
Bergen_42,Bergen,Drill,1,0.0,Around median,56–65,Man,Higher education
Bergen_43,Bergen,Drill,1,1.0,Above median,46–55,Woman,Primary education
Bergen_44,Bergen,Drill,0,,Above median,36–45,Woman,Higher education
Bergen_45,Bergen,Drill,1,1.0,Above median,65+,Woman,Higher education
Bergen_46,Bergen,Drill,1,1.0,Around median,46–55,Woman,Higher education
Bergen_47,Bergen,Drill,1,1.0,Above median,46–55,Man,Doctorate / PhD
Bergen_48,Bergen,Drill,0,,Below median,18–25,Man,Secondary / vocational education
Bergen_49,Bergen,Drill,1,1.0,Above median,36–45,Woman,Higher education
Bergen_50,Bergen,Drill,0,,Above median,36–45,Man,Higher education
Bergen_51,Bergen,Drill,0,,Around median,18–25,Woman,Secondary / vocational education
Bergen_52,Bergen,Drill,1,1.0,Above median,36–45,Woman,Secondary / vocational education
Bergen_53,Bergen,Drill,0,,Below median,56–65,Man,Primary education
Bergen_54,Bergen,Drill,1,1.0,Above median,46–55,Man,Doctorate / PhD
Bergen_55,Bergen,Drill,1,1.0,Above median,36–45,Woman,Higher education
Bergen_56,Bergen,Drill,1,1.0,Above median,46–55,Woman,Higher education
Bergen_57,Bergen,Drill,1,0.0,Above median,65+,Man,Secondary / vocational education
Bergen_58,Bergen,Drill,1,1.0,Above median,36–45,Man,Doctorate / PhD
Bergen_59,Bergen,Drill,1,1.0,Below median,36–45,Woman,Higher education
Bergen_60,Bergen,Drill,1,0.0,Above median,46–55,Other,Higher education
Bergen_61,Bergen,Drill,1,0.0,Around median,36–45,Woman,Higher education
Bergen_62,Bergen,Drill,1,1.0,Around median,56–65,Man,Higher education
Bergen_63,Bergen,Drill,0,,Around median,56–65,Prefer not to say,Higher education
Bergen_64,Bergen,Drill,1,1.0,Above median,26–35,Woman,Higher education
Bergen_65,Bergen,Drill,1,0.0,Above median,36–45,Man,Higher education
Bergen_66,Bergen,Drill,1,1.0,Around median,46–55,Woman,Secondary / vocational education
Bergen_67,Bergen,Drill,1,0.0,Above median,26–35,Man,Higher education
Bergen_68,Bergen,Drill,1,0.0,Above median,26–35,Woman,Higher education
Bergen_69,Bergen,Drill,1,0.0,Above median,46–55,Man,Higher education
Bergen_70,Bergen,Drill,1,1.0,Around median,56–65,Woman,Higher education
Bergen_71,Bergen,Drill,1,1.0,Around median,36–45,Woman,Higher education
Bergen_72,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_73,Bergen,Drill,1,0.0,Above median,46–55,Woman,Higher education
Bergen_74,Bergen,Drill,1,0.0,Below median,36–45,Woman,Higher education
Bergen_75,Bergen,Drill,1,1.0,Above median,46–55,Woman,Higher education
Bergen_76,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_77,Bergen,Drill,0,,Below median,46–55,Woman,Higher education
Bergen_78,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_79,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_80,Bergen,Drill,1,1.0,Above median,36–45,Woman,Higher education
Bergen_81,Bergen,Drill,1,1.0,Below median,46–55,Woman,Higher education
Bergen_82,Bergen,Drill,1,0.0,Around median,46–55,Woman,Higher education
Bergen_83,Bergen,Drill,0,,Below median,26–35,Woman,Higher education
Bergen_84,Bergen,Drill,1,1.0,Above median,56–65,Woman,Higher education
Bergen_85,Bergen,Drill,0,,Around median,46–55,Woman,Higher education
Bergen_86,Bergen,Drill,1,0.0,Above median,46–55,Man,Higher education
Bergen_87,Bergen,Drill,1,0.0,Above median,26–35,Woman,Higher education
Bergen_88,Bergen,Drill,1,1.0,Above median,26–35,Woman,Higher education
Bergen_89,Bergen,Drill,0,,Below median,65+,Woman,Secondary / vocational education
Bergen_90,Bergen,Drill,1,1.0,Below median,26–35,Woman,Higher education
Bergen_91,Bergen,Drill,1,0.0,Above median,56–65,Man,Higher education
Bergen_92,Bergen,Drill,1,0.0,Below median,36–45,Man,Higher education
Bergen_93,Bergen,Drill,0,,Below median,46–55,Woman,Doctorate / PhD
Bergen_94,Bergen,Drill,0,,Above median,36–45,Woman,Higher education
Bergen_95,Bergen,Drill,1,0.0,Above median,46–55,Man,Doctorate / PhD
Bergen_96,Bergen,Drill,0,,Below median,46–55,Man,Secondary / vocational education
Bergen_97,Bergen,Drill,0,,Around median,36–45,Woman,Higher education
Bergen_98,Bergen,Drill,1,0.0,Above median,36–45,Man,Higher education
Bergen_99,Bergen,Drill,1,1.0,Above median,65+,Man,Doctorate / PhD
Bergen_100,Bergen,Drill,0,,Above median,36–45,Woman,Secondary / vocational education
Bergen_101,Bergen,Drill,0,,Above median,36–45,Woman,Doctorate / PhD
Bergen_102,Bergen,Drill,0,,Below median,36–45,Woman,Higher education
Bergen_103,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_104,Bergen,Drill,1,1.0,Above median,46–55,Man,Higher education
Bergen_105,Bergen,Drill,1,1.0,Above median,46–55,Woman,Higher education
Bergen_106,Bergen,Drill,1,1.0,Above median,46–55,Woman,Higher education
Bergen_107,Bergen,Drill,0,,Below median,18–25,Man,Higher education
Bergen_108,Bergen,Drill,0,,Above median,36–45,Woman,Higher education
Bergen_109,Bergen,Drill,0,,Below median,36–45,Other,Higher education
Bergen_110,Bergen,Drill,1,1.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_111,Bergen,Drill,1,1.0,Below median,65+,Woman,Secondary / vocational education
Bergen_112,Bergen,Drill,1,1.0,Above median,46–55,Woman,Higher education
Bergen_113,Bergen,Drill,1,1.0,Above median,46–55,Woman,Higher education
Bergen_114,Bergen,Drill,1,0.0,Above median,36–45,Woman,Doctorate / PhD
Bergen_115,Bergen,Drill,1,0.0,Above median,26–35,Woman,Higher education
Bergen_116,Bergen,Drill,1,0.0,Below median,36–45,Woman,Secondary / vocational education
Bergen_117,Bergen,Drill,1,1.0,Above median,56–65,Woman,Doctorate / PhD
Bergen_118,Bergen,Drill,1,1.0,Above median,36–45,Woman,Higher education
Bergen_119,Bergen,Drill,1,1.0,Below median,36–45,Woman,Higher education
Bergen_120,Bergen,Drill,1,0.0,Above median,26–35,Woman,Higher education
Bergen_121,Bergen,Drill,1,0.0,Above median,46–55,Woman,Higher education
Bergen_122,Bergen,Drill,1,1.0,Below median,56–65,Man,Secondary / vocational education
Bergen_123,Bergen,Drill,1,1.0,Around median,26–35,Man,Higher education
Bergen_124,Bergen,Drill,1,1.0,Above median,36–45,Man,Higher education
Bergen_125,Bergen,Drill,1,1.0,Below median,65+,Woman,Higher education
Bergen_126,Bergen,Drill,1,0.0,Around median,56–65,Woman,Higher education
Bergen_127,Bergen,Drill,1,0.0,Below median,26–35,Man,Higher education
Bergen_128,Bergen,Drill,0,,Below median,65+,Woman,Higher education
Bergen_129,Bergen,Drill,1,1.0,Above median,46–55,Man,Higher education
Bergen_130,Bergen,Drill,1,1.0,Above median,46–55,Man,Higher education
Bergen_131,Bergen,Drill,0,,Below median,26–35,Man,Higher education
Bergen_132,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_133,Bergen,Drill,0,,Below median,56–65,Woman,Higher education
Bergen_134,Bergen,Drill,0,,Around median,56–65,Man,Secondary / vocational education
Bergen_135,Bergen,Drill,1,1.0,Around median,46–55,Woman,Higher education
Bergen_136,Bergen,Drill,0,,Around median,36–45,Woman,Higher education
Bergen_137,Bergen,Drill,1,0.0,Above median,26–35,Woman,Higher education
Bergen_138,Bergen,Drill,1,1.0,Below median,56–65,Woman,Secondary / vocational education
Bergen_139,Bergen,Drill,1,1.0,Above median,46–55,Man,Higher education
Bergen_140,Bergen,Drill,1,0.0,Above median,26–35,Man,Higher education
Bergen_141,Bergen,Drill,0,,Below median,56–65,Woman,Higher education
Bergen_142,Bergen,Drill,1,1.0,Around median,36–45,Woman,Higher education
Bergen_143,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_144,Bergen,Drill,1,0.0,Above median,56–65,Woman,Higher education
Bergen_145,Bergen,Drill,1,1.0,Below median,26–35,Man,Higher education
Bergen_146,Bergen,Drill,0,,Above median,26–35,Woman,Higher education
Bergen_147,Bergen,Drill,1,1.0,Above median,36–45,Man,Higher education
Bergen_148,Bergen,Drill,1,1.0,Below median,36–45,Woman,Higher education
Bergen_149,Bergen,Drill,1,0.0,Above median,56–65,Woman,Higher education
Bergen_150,Bergen,Drill,1,1.0,Below median,26–35,Woman,Higher education
Bergen_151,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_152,Bergen,Drill,1,0.0,Below median,56–65,Woman,Higher education
Bergen_153,Bergen,Drill,0,,Above median,56–65,Man,Higher education
Bergen_154,Bergen,Drill,1,1.0,Below median,36–45,Woman,Higher education
Bergen_155,Bergen,Drill,1,1.0,Around median,36–45,Woman,Secondary / vocational education
Bergen_156,Bergen,Drill,1,0.0,Below median,26–35,Man,Secondary / vocational education
Bergen_157,Bergen,Drill,1,0.0,Above median,36–45,Man,Higher education
Bergen_158,Bergen,Drill,1,1.0,Around median,36–45,Woman,Higher education
Bergen_159,Bergen,Drill,1,0.0,Above median,36–45,Woman,Higher education
Bergen_160,Bergen,Drill,0,,Below median,65+,Woman,Secondary / vocational education
Bergen_161,Bergen,Drill,0,,Below median,18–25,Woman,Secondary / vocational education
Bergen_162,Bergen,Drill,0,,Below median,46–55,Woman,Higher education
